"tripduration","starttime","stoptime","start station id","start station name","start station latitude","start station longitude","end station id","end station name","end station latitude","end station longitude","bikeid","usertype","birth year","gender"
332,"2018-01-02 22:39:52.0290","2018-01-02 22:45:24.7570",72,"W 52 St & 11 Ave",40.76727216,-73.99392888,447,"8 Ave & W 52 St",40.76370739,-73.9851615,29737,"Subscriber",1974,1
1134,"2018-01-02 22:59:07.0100","2018-01-02 23:18:01.0620",72,"W 52 St & 11 Ave",40.76727216,-73.99392888,379,"W 31 St & 7 Ave",40.749156,-73.9916,30672,"Subscriber",1973,1
496,"2018-01-03 00:45:24.3200","2018-01-03 00:53:40.5420",72,"W 52 St & 11 Ave",40.76727216,-73.99392888,3167,"Amsterdam Ave & W 73 St",40.77966809007312,-73.98093044757842,30606,"Subscriber",1992,1
386,"2018-01-03 07:16:49.1700","2018-01-03 07:23:15.6090",72,"W 52 St & 11 Ave",40.76727216,-73.99392888,479,"9 Ave & W 45 St",40.76019252,-73.9912551,33356,"Subscriber",1974,1
235,"2018-01-03 07:32:14.3200","2018-01-03 07:36:09.7590",72,"W 52 St & 11 Ave",40.76727216,-73.99392888,447,"8 Ave & W 52 St",40.76370739,-73.9851615,19339,"Subscriber",1967,1
394,"2018-01-03 07:42:03.4100","2018-01-03 07:48:37.7890",72,"W 52 St & 11 Ave",40.76727216,-73.99392888,514,"12 Ave & W 40 St",40.76087502,-74.00277668,14881,"Subscriber",1956,1
445,"2018-01-03 07:58:10.9150","2018-01-03 08:05:36.2310",72,"W 52 St & 11 Ave",40.76727216,-73.99392888,173,"Broadway & W 49 St",40.76068327096592,-73.9845272898674,24907,"Subscriber",1983,1
595,"2018-01-03 08:07:48.0680","2018-01-03 08:17:43.1050",72,"W 52 St & 11 Ave",40.76727216,-73.99392888,525,"W 34 St & 11 Ave",40.75594159,-74.0021163,31512,"Subscriber",1992,1
482,"2018-01-03 08:12:08.4060","2018-01-03 08:20:10.7820",72,"W 52 St & 11 Ave",40.76727216,-73.99392888,173,"Broadway & W 49 St",40.76068327096592,-73.9845272898674,30688,"Subscriber",1987,1
548,"2018-01-03 08:20:31.1190","2018-01-03 08:29:39.2800",72,"W 52 St & 11 Ave",40.76727216,-73.99392888,523,"W 38 St & 8 Ave",40.75466591,-73.99138152,32453,"Subscriber",1989,1
807,"2018-01-03 08:45:44.3910","2018-01-03 08:59:11.5470",72,"W 52 St & 11 Ave",40.76727216,-73.99392888,3175,"W 70 St & Amsterdam Ave",40.77748046,-73.98288594,31453,"Subscriber",1966,2
428,"2018-01-03 09:05:10.5190","2018-01-03 09:12:18.5580",72,"W 52 St & 11 Ave",40.76727216,-73.99392888,3173,"Riverside Blvd & W 67 St",40.777507027547976,-73.98888587951659,28965,"Subscriber",1988,1
1243,"2018-01-03 09:20:47.7310","2018-01-03 09:41:31.5930",72,"W 52 St & 11 Ave",40.76727216,-73.99392888,347,"Greenwich St & W Houston St",40.728846,-74.008591,33230,"Subscriber",1982,1
795,"2018-01-03 09:44:38.6920","2018-01-03 09:57:53.7440",72,"W 52 St & 11 Ave",40.76727216,-73.99392888,442,"W 27 St & 7 Ave",40.746647,-73.993915,31634,"Subscriber",1984,1
1000,"2018-01-03 09:47:00.8440","2018-01-03 10:03:41.7850",72,"W 52 St & 11 Ave",40.76727216,-73.99392888,546,"E 30 St & Park Ave S",40.74444921,-73.98303529,28800,"Subscriber",1980,1
2438,"2018-01-03 10:00:55.0740","2018-01-03 10:41:33.1220",72,"W 52 St & 11 Ave",40.76727216,-73.99392888,3435,"Grand St & Elizabeth St",40.718822,-73.99596,26143,"Subscriber",1995,1
2432,"2018-01-03 10:00:58.3810","2018-01-03 10:41:30.4850",72,"W 52 St & 11 Ave",40.76727216,-73.99392888,3435,"Grand St & Elizabeth St",40.718822,-73.99596,31378,"Subscriber",1959,2
1736,"2018-01-03 10:21:02.4460","2018-01-03 10:49:58.8590",72,"W 52 St & 11 Ave",40.76727216,-73.99392888,328,"Watts St & Greenwich St",40.72405549,-74.00965965,29902,"Subscriber",1966,2
686,"2018-01-03 10:25:55.6180","2018-01-03 10:37:21.9350",72,"W 52 St & 11 Ave",40.76727216,-73.99392888,3635,"W 36 St & 9 Ave",40.75462324029105,-73.99516761302948,31311,"Subscriber",1992,1
1809,"2018-01-03 11:36:03.4280","2018-01-03 12:06:13.1500",72,"W 52 St & 11 Ave",40.76727216,-73.99392888,3534,"Frederick Douglass Blvd & W 117 St",40.805159,-73.954692,17458,"Subscriber",1965,1
329,"2018-01-03 11:43:16.3600","2018-01-03 11:48:45.5430",72,"W 52 St & 11 Ave",40.76727216,-73.99392888,525,"W 34 St & 11 Ave",40.75594159,-74.0021163,30007,"Subscriber",1958,1
943,"2018-01-03 12:03:27.0010","2018-01-03 12:19:10.5020",72,"W 52 St & 11 Ave",40.76727216,-73.99392888,2006,"Central Park S & 6 Ave",40.76590936,-73.97634151,27684,"Subscriber",1991,1
1365,"2018-01-03 12:05:52.9020","2018-01-03 12:28:38.4370",72,"W 52 St & 11 Ave",40.76727216,-73.99392888,383,"Greenwich Ave & Charles St",40.735238,-74.000271,31169,"Subscriber",1969,1
795,"2018-01-03 12:43:42.4460","2018-01-03 12:56:58.0910",72,"W 52 St & 11 Ave",40.76727216,-73.99392888,359,"E 47 St & Park Ave",40.75510267,-73.97498696,17171,"Subscriber",1992,1
343,"2018-01-03 12:48:56.0800","2018-01-03 12:54:39.7600",72,"W 52 St & 11 Ave",40.76727216,-73.99392888,2021,"W 45 St & 8 Ave",40.75929124,-73.98859651,27958,"Subscriber",1996,1
1067,"2018-01-03 13:07:16.8350","2018-01-03 13:25:04.5820",72,"W 52 St & 11 Ave",40.76727216,-73.99392888,3141,"1 Ave & E 68 St",40.76500525,-73.95818491,33211,"Subscriber",1970,2
520,"2018-01-03 13:25:36.1710","2018-01-03 13:34:16.8390",72,"W 52 St & 11 Ave",40.76727216,-73.99392888,72,"W 52 St & 11 Ave",40.76727216,-73.99392888,31256,"Subscriber",1960,1
904,"2018-01-03 14:27:39.7710","2018-01-03 14:42:44.7130",72,"W 52 St & 11 Ave",40.76727216,-73.99392888,519,"Pershing Square North",40.751873,-73.977706,31526,"Subscriber",1967,1
376,"2018-01-03 14:37:54.4820","2018-01-03 14:44:11.0350",72,"W 52 St & 11 Ave",40.76727216,-73.99392888,480,"W 53 St & 10 Ave",40.76669671,-73.99061728,33161,"Subscriber",1959,2
562,"2018-01-03 15:09:26.3050","2018-01-03 15:18:48.7290",72,"W 52 St & 11 Ave",40.76727216,-73.99392888,520,"W 52 St & 5 Ave",40.75992262,-73.97648516,31256,"Subscriber",1947,1
1357,"2018-01-03 15:47:51.9400","2018-01-03 16:10:29.1100",72,"W 52 St & 11 Ave",40.76727216,-73.99392888,525,"W 34 St & 11 Ave",40.75594159,-74.0021163,28643,"Customer",1969,0
1364,"2018-01-03 15:48:06.5820","2018-01-03 16:10:50.6970",72,"W 52 St & 11 Ave",40.76727216,-73.99392888,525,"W 34 St & 11 Ave",40.75594159,-74.0021163,28588,"Customer",1969,0
2405,"2018-01-03 15:59:20.6480","2018-01-03 16:39:25.7530",72,"W 52 St & 11 Ave",40.76727216,-73.99392888,72,"W 52 St & 11 Ave",40.76727216,-73.99392888,30667,"Subscriber",1957,1
595,"2018-01-03 16:02:13.4370","2018-01-03 16:12:08.6020",72,"W 52 St & 11 Ave",40.76727216,-73.99392888,484,"W 44 St & 5 Ave",40.75500254,-73.98014437,25911,"Subscriber",1977,1
1272,"2018-01-03 16:31:21.2840","2018-01-03 16:52:33.3330",72,"W 52 St & 11 Ave",40.76727216,-73.99392888,358,"Christopher St & Greenwich St",40.73291553,-74.00711384,30515,"Subscriber",1974,1
395,"2018-01-03 16:37:55.4490","2018-01-03 16:44:30.5510",72,"W 52 St & 11 Ave",40.76727216,-73.99392888,173,"Broadway & W 49 St",40.76068327096592,-73.9845272898674,25288,"Subscriber",1994,2
318,"2018-01-03 17:04:16.9690","2018-01-03 17:09:35.5680",72,"W 52 St & 11 Ave",40.76727216,-73.99392888,479,"9 Ave & W 45 St",40.76019252,-73.9912551,18792,"Subscriber",1973,1
748,"2018-01-03 17:07:30.0790","2018-01-03 17:19:58.1970",72,"W 52 St & 11 Ave",40.76727216,-73.99392888,490,"8 Ave & W 33 St",40.751551,-73.993934,15445,"Subscriber",1973,1
313,"2018-01-03 17:16:45.3500","2018-01-03 17:21:59.1790",72,"W 52 St & 11 Ave",40.76727216,-73.99392888,72,"W 52 St & 11 Ave",40.76727216,-73.99392888,32204,"Subscriber",1966,2
885,"2018-01-03 17:21:30.9130","2018-01-03 17:36:16.3280",72,"W 52 St & 11 Ave",40.76727216,-73.99392888,212,"W 16 St & The High Line",40.74334935,-74.00681753,30667,"Subscriber",1956,1
612,"2018-01-03 17:23:23.6180","2018-01-03 17:33:35.9570",72,"W 52 St & 11 Ave",40.76727216,-73.99392888,388,"W 26 St & 10 Ave",40.749717753,-74.002950346,32204,"Subscriber",1972,1
670,"2018-01-03 17:28:54.6990","2018-01-03 17:40:05.5390",72,"W 52 St & 11 Ave",40.76727216,-73.99392888,3233,"E 48 St & 5 Ave",40.75724567911726,-73.97805914282799,29709,"Subscriber",1959,1
580,"2018-01-03 17:43:47.1330","2018-01-03 17:53:27.5450",72,"W 52 St & 11 Ave",40.76727216,-73.99392888,3233,"E 48 St & 5 Ave",40.75724567911726,-73.97805914282799,27633,"Subscriber",1971,1
655,"2018-01-03 17:44:12.3440","2018-01-03 17:55:07.6210",72,"W 52 St & 11 Ave",40.76727216,-73.99392888,448,"W 37 St & 10 Ave",40.75660359,-73.9979009,30026,"Subscriber",1955,1
804,"2018-01-03 17:51:29.5670","2018-01-03 18:04:54.4130",72,"W 52 St & 11 Ave",40.76727216,-73.99392888,490,"8 Ave & W 33 St",40.751551,-73.993934,33241,"Subscriber",1969,2
424,"2018-01-03 18:03:41.6340","2018-01-03 18:10:46.4700",72,"W 52 St & 11 Ave",40.76727216,-73.99392888,529,"W 42 St & 8 Ave",40.7575699,-73.99098507,30815,"Subscriber",1989,1
872,"2018-01-03 18:15:49.9330","2018-01-03 18:30:22.2490",72,"W 52 St & 11 Ave",40.76727216,-73.99392888,484,"W 44 St & 5 Ave",40.75500254,-73.98014437,30523,"Subscriber",1956,1
456,"2018-01-03 18:34:27.8990","2018-01-03 18:42:04.0120",72,"W 52 St & 11 Ave",40.76727216,-73.99392888,3458,"W 55 St & 6 Ave",40.76309387270797,-73.9783501625061,30083,"Subscriber",1985,1
539,"2018-01-03 18:47:45.5420","2018-01-03 18:56:45.4910",72,"W 52 St & 11 Ave",40.76727216,-73.99392888,525,"W 34 St & 11 Ave",40.75594159,-74.0021163,17298,"Subscriber",1962,1
476,"2018-01-03 18:47:45.8360","2018-01-03 18:55:42.6920",72,"W 52 St & 11 Ave",40.76727216,-73.99392888,468,"Broadway & W 56 St",40.7652654,-73.98192338,19689,"Subscriber",1980,1
1161,"2018-01-03 19:01:00.0540","2018-01-03 19:20:21.5100",72,"W 52 St & 11 Ave",40.76727216,-73.99392888,379,"W 31 St & 7 Ave",40.749156,-73.9916,15392,"Subscriber",1982,1
1318,"2018-01-03 19:05:54.7230","2018-01-03 19:27:53.5230",72,"W 52 St & 11 Ave",40.76727216,-73.99392888,3323,"W 106 St & Central Park West",40.7981856,-73.9605909006,30235,"Subscriber",1989,1
1279,"2018-01-03 19:48:57.6140","2018-01-03 20:10:17.5390",72,"W 52 St & 11 Ave",40.76727216,-73.99392888,507,"E 25 St & 2 Ave",40.73912601,-73.97973776,26708,"Subscriber",1966,1
419,"2018-01-03 20:05:19.3430","2018-01-03 20:12:19.1810",72,"W 52 St & 11 Ave",40.76727216,-73.99392888,469,"Broadway & W 53 St",40.76344058,-73.98268129,29377,"Subscriber",1979,1
1571,"2018-01-03 20:05:25.3300","2018-01-03 20:31:36.5650",72,"W 52 St & 11 Ave",40.76727216,-73.99392888,380,"W 4 St & 7 Ave S",40.73401143,-74.00293877,32377,"Subscriber",1993,1
391,"2018-01-03 21:04:09.9590","2018-01-03 21:10:41.1090",72,"W 52 St & 11 Ave",40.76727216,-73.99392888,447,"8 Ave & W 52 St",40.76370739,-73.9851615,31399,"Subscriber",1974,1
524,"2018-01-04 08:48:38.3530","2018-01-04 08:57:22.6010",72,"W 52 St & 11 Ave",40.76727216,-73.99392888,3236,"W 42 St & Dyer Ave",40.75898481399634,-73.99379968643188,30817,"Subscriber",1989,1
2352,"2018-01-04 15:59:31.9870","2018-01-04 16:38:44.2300",72,"W 52 St & 11 Ave",40.76727216,-73.99392888,504,"1 Ave & E 16 St",40.73221853,-73.98165557,26359,"Subscriber",1966,1
609,"2018-01-04 18:25:26.4800","2018-01-04 18:35:36.4010",72,"W 52 St & 11 Ave",40.76727216,-73.99392888,469,"Broadway & W 53 St",40.76344058,-73.98268129,18323,"Subscriber",1964,1
585,"2018-01-05 07:50:36.2580","2018-01-05 08:00:21.6590",72,"W 52 St & 11 Ave",40.76727216,-73.99392888,173,"Broadway & W 49 St",40.76068327096592,-73.9845272898674,14577,"Subscriber",1983,1
1685,"2018-01-05 08:41:36.1750","2018-01-05 09:09:41.9060",72,"W 52 St & 11 Ave",40.76727216,-73.99392888,347,"Greenwich St & W Houston St",40.728846,-74.008591,33447,"Subscriber",1982,1
659,"2018-01-05 09:37:34.4050","2018-01-05 09:48:33.8770",72,"W 52 St & 11 Ave",40.76727216,-73.99392888,523,"W 38 St & 8 Ave",40.75466591,-73.99138152,30626,"Subscriber",1989,1
1705,"2018-01-05 09:48:24.9040","2018-01-05 10:16:50.7980",72,"W 52 St & 11 Ave",40.76727216,-73.99392888,426,"West St & Chambers St",40.71754834,-74.01322069,29995,"Subscriber",1968,1
1082,"2018-01-05 10:24:58.2970","2018-01-05 10:43:00.9960",72,"W 52 St & 11 Ave",40.76727216,-73.99392888,446,"W 24 St & 7 Ave",40.74487634,-73.99529885,33104,"Subscriber",1968,1
1140,"2018-01-05 14:28:29.7380","2018-01-05 14:47:30.3340",72,"W 52 St & 11 Ave",40.76727216,-73.99392888,519,"Pershing Square North",40.751873,-73.977706,18323,"Subscriber",1967,1
2278,"2018-01-05 16:19:56.7340","2018-01-05 16:57:55.6430",72,"W 52 St & 11 Ave",40.76727216,-73.99392888,2009,"Catherine St & Monroe St",40.71117444,-73.99682619,31497,"Subscriber",1962,1
799,"2018-01-05 16:26:46.2900","2018-01-05 16:40:05.9100",72,"W 52 St & 11 Ave",40.76727216,-73.99392888,484,"W 44 St & 5 Ave",40.75500254,-73.98014437,31987,"Subscriber",1977,1
1152,"2018-01-05 16:28:50.4070","2018-01-05 16:48:03.1310",72,"W 52 St & 11 Ave",40.76727216,-73.99392888,388,"W 26 St & 10 Ave",40.749717753,-74.002950346,15204,"Subscriber",1956,1
380,"2018-01-05 17:32:20.0280","2018-01-05 17:38:40.5280",72,"W 52 St & 11 Ave",40.76727216,-73.99392888,514,"12 Ave & W 40 St",40.76087502,-74.00277668,32052,"Subscriber",1990,1
1835,"2018-01-05 18:46:08.1940","2018-01-05 19:16:43.5470",72,"W 52 St & 11 Ave",40.76727216,-73.99392888,504,"1 Ave & E 16 St",40.73221853,-73.98165557,14820,"Subscriber",1966,1
1347,"2018-01-06 11:12:20.9730","2018-01-06 11:34:48.7730",72,"W 52 St & 11 Ave",40.76727216,-73.99392888,382,"University Pl & E 14 St",40.73492695,-73.99200509,18783,"Subscriber",1968,1
471,"2018-01-06 11:43:53.4880","2018-01-06 11:51:44.6960",72,"W 52 St & 11 Ave",40.76727216,-73.99392888,479,"9 Ave & W 45 St",40.76019252,-73.9912551,25288,"Subscriber",1992,1
304,"2018-01-06 17:15:05.3230","2018-01-06 17:20:09.7830",72,"W 52 St & 11 Ave",40.76727216,-73.99392888,515,"W 43 St & 10 Ave",40.76009437,-73.99461843,32352,"Subscriber",1974,1
374,"2018-01-07 12:42:24.6510","2018-01-07 12:48:38.8070",72,"W 52 St & 11 Ave",40.76727216,-73.99392888,450,"W 49 St & 8 Ave",40.76227205,-73.98788205,16988,"Subscriber",1983,1
334,"2018-01-07 13:48:19.7720","2018-01-07 13:53:54.0860",72,"W 52 St & 11 Ave",40.76727216,-73.99392888,173,"Broadway & W 49 St",40.76068327096592,-73.9845272898674,31484,"Subscriber",1977,1
424,"2018-01-07 14:37:24.5280","2018-01-07 14:44:29.4610",72,"W 52 St & 11 Ave",40.76727216,-73.99392888,3443,"W 52 St & 6 Ave",40.76132983124814,-73.97982001304626,30696,"Subscriber",1968,1
491,"2018-01-07 16:20:05.3430","2018-01-07 16:28:16.5140",72,"W 52 St & 11 Ave",40.76727216,-73.99392888,3173,"Riverside Blvd & W 67 St",40.777507027547976,-73.98888587951659,27905,"Subscriber",1988,1
338,"2018-01-07 17:04:50.1640","2018-01-07 17:10:28.4270",72,"W 52 St & 11 Ave",40.76727216,-73.99392888,449,"W 52 St & 9 Ave",40.76461837,-73.98789473,31374,"Subscriber",1956,1
1601,"2018-01-07 18:00:13.4330","2018-01-07 18:26:54.8330",72,"W 52 St & 11 Ave",40.76727216,-73.99392888,3283,"W 89 St & Columbus Ave",40.7882213,-73.97041561,26693,"Subscriber",1958,1
795,"2018-01-07 20:31:01.7520","2018-01-07 20:44:17.1500",72,"W 52 St & 11 Ave",40.76727216,-73.99392888,379,"W 31 St & 7 Ave",40.749156,-73.9916,20548,"Subscriber",1952,1
765,"2018-01-08 06:20:30.6480","2018-01-08 06:33:16.4880",72,"W 52 St & 11 Ave",40.76727216,-73.99392888,3255,"8 Ave & W 31 St",40.7505853470215,-73.9946848154068,30219,"Subscriber",1990,1
